X,Y,OBJECTID,Internal_ID,State_ID,Dam_Name,National_ID,Latitude,Longitude,County,Owner_Name,Owner_Type,Dam_Type,Year_Built,Dam_Height_feet,Dam_Length_feet,Capacity_acre_feet,Jurisdictional_Status,Downstream_Hazard,Condition_Assessment,Restricted,Date_Data_Applies,Data_Source,Record_Last_Edited,Record_Last_Edited_By,Comment_
-13368391.0452,4607221.9833,271,429,No. 62-7,Beardsley Afterbay,CA00266,38.1965,-120.0903,Tuolumne,Tri-Dam Project,Water agency or authority,CRIB,1958,41,385,320,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13516568.4194,4794571.8028,272,430,No. 63-0,Lake Wyandotte,CA00267,39.5071,-121.4214,Butte,South Feather Water and Power Agency,Water agency or authority,ERTH,1924,46,900,313,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13484953.684,4804488.8216,273,431,No. 63-2,Lost Creek,CA00268,39.5758,-121.1374,Butte,South Feather Water and Power Agency,Water agency or authority,VARA,1924,122,440,5680,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13471851.38,4826031.1855,274,432,No. 63-3,Little Grass Valley,CA00269,39.7248,-121.0197,Plumas,South Feather Water and Power Agency,Water agency or authority,ROCK,1961,210,840,74730,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13482827.4817,4815051.7908,275,433,No. 63-4,South Fork Diversion,CA00270,39.6489,-121.1183,Plumas,South Feather Water and Power Agency,Water agency or authority,VARA,1961,70,190,88,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13475435.8676,4810224.0981,276,434,No. 63-5,Slate Creek Diversion,CA00271,39.6155,-121.0519,Plumas,South Feather Water and Power Agency,Water agency or authority,VARA,1961,72,279,643,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13482705.0303,4805586.5044,277,435,No. 63-6,Sly Creek,CA00272,39.5834,-121.1172,Butte,South Feather Water and Power Agency,Water agency or authority,ERTH,1961,271,2100,65050,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13493035.4791,4801052.1199,278,436,No. 63-7,Forbestown Diversion,CA00273,39.552,-121.21,Butte,South Feather Water and Power Agency,Water agency or authority,VARA,1962,99,333,358,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13503466.1153,4800691.1902,279,437,No. 63-8,Ponderosa Diversion,CA00274,39.5495,-121.3037,Butte,South Feather Water and Power Agency,Water agency or authority,ERTH,1962,157,653,4750,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13520754.0323,4794441.9506,280,438,No. 63-9,Miners Ranch,CA00275,39.5062,-121.459,Butte,South Feather Water and Power Agency,Water agency or authority,ERRK,1962,55,1650,895,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13455743.4496,4560315.9522,281,442,No. 66-0,Woodward,CA00276,37.8646,-120.875,Stanislaus,South San Joaquin Irrigation District,"Park, sanitation, utility, or water district",HYDF,1918,57.5,3100,35435,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13528446.2091,4831648.5084,282,443,No. 67-0,Concow,CA00277,39.7636,-121.5281,Butte,Thermalito Water and Sewer District,"Park, sanitation, utility, or water district",VARA,1925,94,335,6370,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13407864.9366,4533221.602,283,445,No. 68-2,La Grange,CA00278,37.6722,-120.4449,Stanislaus,Turlock Irrigation District,"Park, sanitation, utility, or water district",GRAV,1894,131,280,500,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13424518.3325,4524716.3397,284,446,No. 68-3,Turlock Lake,CA00279,37.6117,-120.5945,Stanislaus,Turlock Irrigation District,"Park, sanitation, utility, or water district",HYDF,1915,36,196,63406,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13411605.2715,4528764.2619,285,447,No. 68-4,Dawson Lake,CA00280,37.6405,-120.4785,Stanislaus,Turlock Irrigation District,"Park, sanitation, utility, or water district",ERTH,1896,22,287,960,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13405594.019,4537089.9223,286,449,No. 68-7,Don Pedro,CA00281,37.6997,-120.4245,Tuolumne,Turlock Irrigation District,"Park, sanitation, utility, or water district",ERRK,1971,568,1900,2030000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-12997997.7035,3927376.4761,287,451,No. 69-2,Henshaw,CA00283,33.2413,-116.763,San Diego,Vista Irrigation District,"Park, sanitation, utility, or water district",HYDF,1923,123,650,50000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13270518.9489,4625666.7339,288,453,No. 70-2,Bridgeport,CA00284,38.3266,-119.2111,Mono,Walker River Irrigation District,"Park, sanitation, utility, or water district",ERTH,1924,63,900,44100,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13302834.9971,4671646.1044,289,454,No. 70-3,Topaz Lake,CA01473,38.6499,-119.5014,Mono,Walker River Irrigation District,"Park, sanitation, utility, or water district",ERTH,1937,11,11100,59600,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13502720.2748,4601515.1945,290,456,No. 71-2,New Woodbridge Diversion,CA01461,38.1562,-121.297,San Joaquin,Woodbridge Irrigation District,"Park, sanitation, utility, or water district",INFL,2006,31,600,1583,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13554350.2546,4471941.5373,291,457,No. 72-0,Coyote Percolation,CA00286,37.2352,-121.7608,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",FLBT,1934,24,204,259,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13530850.7101,4455748.7401,292,458,No. 72-2,Coyote,CA00287,37.1193,-121.5497,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERRK,1936,140,980,22541,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13557745.4991,4464729.2512,293,459,No. 72-3,Calero,CA00288,37.1836,-121.7913,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1935,90,840,9850,Certified,Extremely High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13561830.9244,4462074.8059,294,460,No. 72-4,Almaden,CA00289,37.1646,-121.828,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1936,110,500,2000,Certified,Extremely High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13567497.0864,4467020.9936,295,461,No. 72-5,Guadalupe,CA00290,37.2,-121.8789,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1935,142,695,3460,Certified,Extremely High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13576936.9793,4473479.6783,296,462,No. 72-6,Vasona Percolating,CA00291,37.2462,-121.9637,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1935,34,1000,410,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13589371.3664,4480767.9256,297,463,No. 72-7,Stevens Creek,CA00292,37.2983,-122.0754,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1935,132,1080,3074,Certified,Extremely High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13579642.0429,4467230.6291,298,464,No. 72-8,James J. Lenihan,CA00293,37.2015,-121.988,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1953,208,810,21430,Certified,Extremely High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13539823.061,4462410.0675,299,465,No. 72-9,Leroy Anderson,CA00294,37.167,-121.6303,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1950,235,1430,91300,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13579408.272,4474836.2252,300,466,No. 72-10,Rinconada Reservoir,CA00295,37.2559,-121.9859,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1969,40,240,46,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13547036.564,4455218.2489,301,467,No. 72-11,Elmer J. Chesbro,CA00806,37.1155,-121.6951,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERRK,1955,95,690,8086,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13546724.8695,4448059.2213,302,468,No. 72-12,Uvas,CA00807,37.0642,-121.6923,Santa Clara,Santa Clara Valley Water District,"Park, sanitation, utility, or water district",ERTH,1957,118,1100,10000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13534713.4964,4839036.92,303,470,No. 73-0,Magalia,CA00296,39.8146,-121.5844,Butte,Paradise Irrigation District,"Park, sanitation, utility, or water district",HYDF,1918,103,830,2900,Certified,High,Poor,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13534012.1836,4844284.5705,304,471,No. 73-2,Paradise,CA00297,39.8508,-121.5781,Butte,Paradise Irrigation District,"Park, sanitation, utility, or water district",ERTH,1957,175,1720,11500,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13104819.8869,4000143.305,305,473,No. 75-0,Santiago Creek,CA00298,33.7863,-117.7226,Orange,Serrano Water District and Irvine Ranch Water District,"Park, sanitation, utility, or water district",ERTH,1933,136,1425,25000,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13502174.8092,4446050.5401,306,474,No. 77-0,North Fork,CA00299,37.0498,-121.2921,Santa Clara,Pacheco Pass Water District,"Park, sanitation, utility, or water district",ERTH,1939,100,600,6150,Certified,High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13404213.6573,5045260.365,307,476,No. 78-0,West Valley,CA00300,41.2228,-120.4121,Modoc,South Fork Irrigation District,"Park, sanitation, utility, or water district",ERRK,1936,65,305,23000,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13306786.839,4367757.3244,308,477,No. 79-0,Peoples Weir,CA00301,36.4864,-119.5369,Kings,Peoples Ditch Company,"Private company, corporation, LLC, partnership",FLBT,1936,23,530,120,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13321659.123,4360559.953,309,478,No. 80-0,Reynolds Weir,CA00302,36.4344,-119.6705,Fresno,Laguna Irrigation District,"Park, sanitation, utility, or water district",FLBT,1928,13,130,260,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13334917.2743,4354114.0968,310,479,No. 80-2,Island Weir,CA00303,36.3878,-119.7896,Kings,Laguna Irrigation District,"Park, sanitation, utility, or water district",FLBT,1926,13,224,230,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13066960.128,4028184.3752,311,480,No. 81-0,Fairmount Park,CA00304,33.9954,-117.3825,Riverside,City of Riverside,"City, city agency, or city district",ERTH,1923,12,800,200,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13070644.8032,4014738.6124,312,482,No. 81-3,Mockingbird Canyon,CA00305,33.8952,-117.4156,Riverside,City of Riverside,"City, city agency, or city district",HYDF,1914,74,1525,1250,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13413375.2514,4625524.8342,313,483,No. 82-0,Redhawk Lake,CA00306,38.3256,-120.4944,Calaveras,Calaveras Public Utility District,"Park, sanitation, utility, or water district",ERTH,1882,33,780,2760,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13407564.374,4634141.6993,314,484,No. 82-2,Middle Fork,CA00307,38.3863,-120.4422,Calaveras,Calaveras Public Utility District,"Park, sanitation, utility, or water district",ERTH,1939,98,900,1700,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13418518.2119,4628121.9095,315,485,No. 82-4,Jeff Davis,CA00309,38.3439,-120.5406,Calaveras,Calaveras Public Utility District,"Park, sanitation, utility, or water district",ERTH,1973,114,102,2059,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13649250.1205,4667413.5794,316,486,No. 83-0,Kimball Creek,CA00310,38.6202,-122.6133,Napa,City of Calistoga,"City, city agency, or city district",ERTH,1939,80,325,405,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13344657.7298,4353768.3983,317,487,No. 84-0,Crescent Weir,CA00311,36.3853,-119.8771,Kings,Crescent Canal Company,"Private company, corporation, LLC, partnership",SLBT,1933,16,327,50,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13281350.3354,4093951.0253,318,489,No. 86-0,Matilija,CA00312,34.4838,-119.3084,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",VARA,1949,163,620,1800,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13217074.4614,4061720.2414,319,490,No. 86-3,Runkle,CA00313,34.2448,-118.731,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,1949,41,250,100,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13212443.5706,4069546.9742,320,492,No. 86-5,Las Llajas,CA01217,34.3029,-118.6894,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,1981,96,580,1250,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13224221.1727,4062878.4186,321,493,No. 86-6,Sycamore Canyon,CA01266,34.2534,-118.7952,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,1981,40,1520,890,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13259019.6455,4064063.6526,322,495,No. 86-8,Ferro Debris Basin,CA01299,34.2622,-119.1078,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,1986,45,265,24,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13274938.3327,4090494.2872,323,496,No. 86-9,Stewart Canyon Debris Basin,CA01159,34.4582,-119.2508,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,1963,34,1263,67,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13271442.9007,4069048.3807,324,497,No. 86-10,Arundell Barranca,CA01412,34.2992,-119.2194,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,1996,57,368,155,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13227839.0561,4057250.2485,325,498,No. 86-11,Lang Creek Detention Basin,CA01368,34.2116,-118.8277,Ventura,Ventura County Watershed Protection District,"County, county agency, or county district",ERTH,2004,67,345,263,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13046655.4529,4048530.7535,326,500,No. 87-0,Small Canyon,CA00314,34.1468,-117.2001,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1957,68,245,20,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13057141.749,4050884.8955,327,504,No. 87-5,Little Mountain,CA00318,34.1643,-117.2943,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1958,28,2100,150,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13090159.1099,4048113.7849,328,505,No. 87-6,Alta Loma Basin #1,CA00319,34.1437,-117.5909,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1964,30,2600,70,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13089413.2693,4048086.8842,329,506,No. 87-7,Alta Loma Basin #2,CA00320,34.1435,-117.5842,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1971,22,3000,85,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13080262.8072,4033072.7889,330,507,No. 87-8,Declez Retention,CA01204,34.0318,-117.502,Riverside,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1984,30,1500,331,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13095580.3691,4048665.2627,331,508,No. 87-9,Cucamonga Creek Debris Basin,CA01277,34.1478,-117.6396,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1980,60,2980,355,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13091617.3953,4050023.8955,332,509,No. 87-10,Demens Creek Debris Basin,CA01278,34.1579,-117.604,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1980,35,4237,35,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13088166.491,4052311.0703,333,510,No. 87-11,Deer Canyon Debris Basin,CA01231,34.1749,-117.573,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1980,78,1857,24,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13084849.1702,4052472.5353,334,511,No. 87-12,Day Creek Debris Basin,CA01232,34.1761,-117.5432,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1988,90,975,140,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13081643.1689,4041229.2891,335,512,No. 87-13,Hickory Basin,CA01373,34.0925,-117.5144,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,2001,19,4600,220,Certified,Significant,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13079939.9807,4047589.2332,336,513,No. 87-14,San Sevaine Basin #5,CA01363,34.1398,-117.4991,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,2004,49,9000,2765,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13080997.5158,4035289.3814,337,514,No. 87-15,Jurupa Basin,CA01405,34.0483,-117.5086,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,2001,29,7000,1680,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
